,text,polarity,sentiment
373,prior pandemic children already victims violence abuse climatechange impacts covid,0.0,neutral
374,covid undone much progress made latinamerica caribbean countries education s,0.2,positive
375,slovenian authorities chose close schools pandemic businesses simply,0.0,neutral
376,today s covid status report koraput n staysafe stayhome wearamasksavelives socialdistancing handwashing,0.0,neutral
377,somehow minimise negative impacts families due closure schools tbilisi government introdu,-0.2125,negative
378,take look paris france f f u watch full clicking link tweet f f n paris france travel,0.35,positive
379,pandemic e cerbated income digital divide brazil particularly amongst children youth,0.08333333333333333,positive
380,still living f f covid daysofcode,0.0,neutral
381,famed tea city india quaint town dibrugarh emerging popular tourist attraction,0.6,positive
382,reopening schools india must follow one size fits model based conte,0.0,neutral
383,aai airports southern region india regaining confidence flyers th september,0.0,neutral
384,bhavani rv prolonged period school closure amp restrained group e hange interaction amp play due t,-0.125,negative
385,looming threat pandemic million children globally missed routine immunisation,0.0,neutral
386,covid india logs new cases n n covid coronavirus india india n,0.13636363636363635,positive
387,strict covid rules fans entry uae stadiums ipl n nthose allowed inside sharjah st,0.0,neutral
388,fate children seen secondary needs adults material non material needs,-0.3,negative
389,pincode ncova n dose slots n nage ages ndate sep nfees ndr sunny,0.0,neutral
390,pincode ncova n dose slots n nage ages ndate sep nfees ndr sunny,0.0,neutral
391,pincode ncovishield dose slots n nage ages ndate sep nfees ndr sunny,0.0,neutral
392,pincode ncovishield dose slots n nage ages ndate sep nfees ndr sunny,0.0,neutral
393,pincode ncovishield dose slots n nage ages ndate sep nfees nspringle,0.0,neutral
394,uttarakhand government decided reopen primary schools september read n n schoolsreopen,0.4,positive
395,pincode ncova n dose slots n nage ages ndate sep nfees ndr sunny,0.0,neutral
396,pincode ncova n dose slots n nage ages ndate sep nfees ndr sunny,0.0,neutral
397,pincode ncovishield dose slots n nage ages ndate sep nfees ndr sunny,0.0,neutral
398,pincode ncovishield dose slots n nage ages ndate sep nfees ndr sunny,0.0,neutral
399,india administers crore lakh doses covidvaccine far nationwidevaccinationdrive n covid,0.1,positive
400,pincode ncova n dose slots n nage ages ndate sep nfees nmotherhood,0.0,neutral
401,saturday cowin dashboard amp india figures n n covid cases nno vaccinated n st dose,0.0,neutral
402,saying cevent now d congress leader rahulgandhi took jibe centre decline num,0.0,neutral
403,pincode ncovishield dose slots n nage ages ndate sep nfees nsagar ho,0.0,neutral
404,pincode ncovishield dose slots n nage ages ndate sep nfees nsagar ho,0.0,neutral
405,pincode ncovishield dose slots n nage ages ndate sep nfees nsagar ho,0.0,neutral
406,pincode ncovishield dose slots n nage ages ndate sep nfees nsagar ho,0.0,neutral
407,second mega camp covid vaccination organised today number vaccinations gradually,0.0,neutral
408,pincode ncovishield dose slots n nage ages ndate sep nfees ndayanand,0.0,neutral
409,pincode ncovishield dose slots n nage ages ndate sep nfees ndayanand,0.0,neutral
410,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
411,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
412,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
413,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
414,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
415,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
416,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
417,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
418,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
419,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
420,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
421,pincode ncova n dose slots n nage ages ndate sep nfees ndayanand sa,0.0,neutral
422,hyderabad dialysis n nyashoda n units ve blood needed nkamineni hospital l nagar n n,0.0,neutral
423,pincode ncovishield dose slots n nage ages ndate sep nfees nmotherhoo,0.0,neutral
424,pincode ncovishield dose slots n nage ages ndate sep nfees nmotherhoo,0.0,neutral
425,pincode ncovishield dose slots n nage ages ndate sep nfees nmotherhoo,0.0,neutral
426,pincode ncovishield dose slots n nage ages ndate sep nfees nmotherhoo,0.0,neutral
427,pincode ncovishield dose slots n nage ages ndate sep nfees nmotherhoo,0.0,neutral
428,pincode ncovishield dose slots n nage ages ndate sep nfees nmotherhoo,0.0,neutral
429,look iron man vaccines saves people thanos corona virus getting vaccination weapon eradicat,0.0,neutral
430,kerala will hold offline e ms class students september read n n schoolreopen covid,0.0,neutral
431,whole world india will nation made even pandemic covid proportion pr amp,0.2,positive
432,fight corona vr available n ue unrealengine indiedev gamer indiegamedev indiegames,0.4,positive
433,mizoram highest cumulative number covid active cases among northeast states n nread,-0.13333333333333333,negative
434,foreigntourists may allowed visit india soon n covid pandemic lockdown n tourism hospitality aviation,0.0,neutral
435,north chennai dmk mp practicing doctor puts covid vaccine tiruvottiyur dmk mla kp s,0.0,neutral
436,congress leader rahulgandhi sunday took swipe government record covid vaccinations,0.0,neutral
437,foreign tourists will allowed visit india soon certain restrictions check details n n travel,0.04464285714285714,positive
438,day covid vaccination report india abc live india covid,0.13636363636363635,positive
439,day covid report india abc live india covid n,0.13636363636363635,positive
440,covid vaccination city road nchoolaimedu chennai india n way go,0.0,neutral
441,india logs new covid cases fresh fatalities n coronavirusupdates activecases recoveryrate,0.21818181818181817,positive
442,india friday administered record number crore covid vaccine doses occasion modi s,0.0,neutral
443,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
444,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
445,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
446,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
447,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
448,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
449,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
450,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
451,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
452,govt gears ma mise covidvaccination coverage oct supply cr doses e ected september repo,0.0,neutral
453,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
454,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
455,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
456,pincode ncova n dose slots n nage ages ndate sep nfees nspurthy hos,0.0,neutral
457,pincode ncova n dose slots n nage ages ndate sep nfees nspurthy hos,0.0,neutral
458,pincode ncova n dose slots n nage ages ndate sep nfees nspurthy hos,0.0,neutral
459,pincode ncovishield dose slots n nage ages ndate sep nfees nspurthy h,0.0,neutral
460,pincode ncovishield dose slots n nage ages ndate sep nfees nspurthy h,0.0,neutral
461,tamil nadu cm inspected mass covid vaccination drives chennai sunday n n vaccinationdrive,0.0,neutral
462,stuart broad urges cricket ensure players comfortable ashes tour amid travel curbs n nread,0.23125,positive
463,new coronavirus cases india stayed fourth day row even fresh recoveries rose,0.2590909090909091,positive
464,d d d d e d busy birthday party n n d d d d d d d d faces dengue covid d e d d d d d d e d n nserotype ii dengue cases ris,0.1,positive
465,many many people think covid unfortunately n n rid billion dollar,0.16666666666666666,positive
466,pincode ncovishield dose slots n nage ages ndate sep nfees ngangothri,0.0,neutral
467,pincode ncovishield dose slots n nage ages ndate sep nfees ngangothri,0.0,neutral
468,second mega covid vaccination camp taking place across tamil nadu per health department total,0.0,neutral
469,india records fresh covid infections last hours indiablooms first portal digital news mana,0.1375,positive
470,patradevi la ty dabolimairport e oses covidmismanagement goagovt govt ma,0.0,neutral
471,hon pm shri s quad summit usa australian amp japanese leaders will focus building resilience,0.0,neutral
472,pin drop silence opposition camp india s covid vaccination drive come e ert comments o,0.0,neutral
473,topics aatm f f n f covid n f c dthe afcfta n f athe state african trade n f intra african trade clusters n f l,0.0,neutral
474,keep masks people even re fully va ed virus doesn t seem fill yet,0.0,neutral
